Node,Gene,Gene_family,Duplications,Transfers,Losses,Originations,Copies,,,
314401,90,1818_MSA.fa.ufboot.ale.uml_rec,0,0.01,0.01,0.17,0.98,,,
314421,90,1839_MSA.fa.ufboot.ale.uml_rec,0,0.08,0.01,0.02,0.92,,,
314438,90,1859_MSA.fa.ufboot.ale.uml_rec,0,0.39,0.01,0.09,0.73,,,
314451,90,1871_MSA.fa.ufboot.ale.uml_rec,0,0.36,0.01,0.01,0.9,,,
314456,90,1876_MSA.fa.ufboot.ale.uml_rec,0,0.3,0.01,0,0.91,,,
314461,90,1880_MSA.fa.ufboot.ale.uml_rec,0,0,0.01,0,0.98,,,
314463,90,1882_MSA.fa.ufboot.ale.uml_rec,0,0.02,0.01,0.01,1.02,,,
314464,90,1883_MSA.fa.ufboot.ale.uml_rec,0,0.03,0.01,0,0.96,,,
314503,90,1925_MSA.fa.ufboot.ale.uml_rec,0,0.36,0.01,0,0.98,,,
314506,90,1928_MSA.fa.ufboot.ale.uml_rec,0,0.34,0.01,0,0.85,,,
314522,90,1943_MSA.fa.ufboot.ale.uml_rec,0,0.13,0.01,0,1,,,
314523,90,1944_MSA.fa.ufboot.ale.uml_rec,0,0.28,0.01,0.01,0.98,,,
314550,90,1973_MSA.fa.ufboot.ale.uml_rec,0,0.04,0.01,0,0.92,,,
314553,90,1976_MSA.fa.ufboot.ale.uml_rec,0,0.05,0.01,0.06,1.07,,,
314570,90,1993_MSA.fa.ufboot.ale.uml_rec,0,0.1,0.01,0,0.98,,,
314574,90,1997_MSA.fa.ufboot.ale.uml_rec,0,0,0.01,0,1,,,
314580,90,2002_MSA.fa.ufboot.ale.uml_rec,0,0.04,0.01,0.01,0.54,,,
314584,90,2006_MSA.fa.ufboot.ale.uml_rec,0,0.33,0.01,0,0.92,,,
314591,90,2012_MSA.fa.ufboot.ale.uml_rec,0,0.06,0.01,0,0.81,,,
314623,90,2042_MSA.fa.ufboot.ale.uml_rec,0,0.13,0.01,0.03,1.04,,,
314625,90,2044_MSA.fa.ufboot.ale.uml_rec,0,0.01,0.01,0,1.01,,,
314647,90,2064_MSA.fa.ufboot.ale.uml_rec,0,0.26,0.01,0,0.94,,,
314652,90,2069_MSA.fa.ufboot.ale.uml_rec,0,0,0.01,0.14,0.97,,,
314654,90,2070_MSA.fa.ufboot.ale.uml_rec,0,0.3,0.01,0.01,0.94,,,
314659,90,2075_MSA.fa.ufboot.ale.uml_rec,0,0.48,0.01,0.01,0.83,,,
314663,90,2079_MSA.fa.ufboot.ale.uml_rec,0,0.08,0.01,0,0.97,,,
314665,90,2080_MSA.fa.ufboot.ale.uml_rec,0,0.08,0.01,0.02,0.55,,,
314676,90,2090_MSA.fa.ufboot.ale.uml_rec,0,0,0.01,0.95,0.98,,,
314677,90,2091_MSA.fa.ufboot.ale.uml_rec,0,0.02,0.01,0,1,,,
314681,90,2095_MSA.fa.ufboot.ale.uml_rec,0,0.7,0.01,0.07,0.97,,,
314696,90,2109_MSA.fa.ufboot.ale.uml_rec,0,0.11,0.01,0,0.93,,,
314698,90,2110_MSA.fa.ufboot.ale.uml_rec,0,0.26,0.01,0.06,0.8,,,
314706,90,2118_MSA.fa.ufboot.ale.uml_rec,0,0.28,0.01,0,0.99,,,
314709,90,2121_MSA.fa.ufboot.ale.uml_rec,0,0.11,0.01,0.01,0.75,,,
314716,90,2128_MSA.fa.ufboot.ale.uml_rec,0,0.44,0.01,0.01,1.13,,,
314726,90,2138_MSA.fa.ufboot.ale.uml_rec,0,0.6,0.01,0.03,0.95,,,
314729,90,2141_MSA.fa.ufboot.ale.uml_rec,0,0.02,0.01,0.01,1.01,,,
314749,90,2160_MSA.fa.ufboot.ale.uml_rec,0,0.01,0.01,0,1,,,
314762,90,2173_MSA.fa.ufboot.ale.uml_rec,0,0.2,0.01,0.01,0.91,,,
314764,90,2175_MSA.fa.ufboot.ale.uml_rec,0,0.87,0.01,0,0.97,,,
314771,90,2181_MSA.fa.ufboot.ale.uml_rec,0,0.21,0.01,0,0.62,,,
314773,90,2183_MSA.fa.ufboot.ale.uml_rec,0,0.05,0.01,0.29,0.86,,,
314781,90,2190_MSA.fa.ufboot.ale.uml_rec,0,0.67,0.01,0.01,0.98,,,
314798,90,2207_MSA.fa.ufboot.ale.uml_rec,0,0,0.01,0.94,1,,,
314799,90,2208_MSA.fa.ufboot.ale.uml_rec,0,0.02,0.01,0,1,,,
314823,90,2231_MSA.fa.ufboot.ale.uml_rec,0,0.1,0.01,0,1.06,,,
314825,90,2233_MSA.fa.ufboot.ale.uml_rec,0,0.71,0.01,0,0.98,,,
314826,90,2234_MSA.fa.ufboot.ale.uml_rec,0,0.03,0.01,0.02,0.75,,,
314831,90,2239_MSA.fa.ufboot.ale.uml_rec,0,0.06,0.01,0.01,1,,,
314834,90,2241_MSA.fa.ufboot.ale.uml_rec,0,0.85,0.01,0.01,0.98,,,
314837,90,2244_MSA.fa.ufboot.ale.uml_rec,0,0.01,0.01,0.66,0.97,,,
314838,90,2245_MSA.fa.ufboot.ale.uml_rec,0,0.15,0.01,0.01,0.98,,,
314844,90,2250_MSA.fa.ufboot.ale.uml_rec,0,0.9,0.01,0.01,0.99,,,
314866,90,2270_MSA.fa.ufboot.ale.uml_rec,0,0.62,0.01,0,0.99,,,
314869,90,2273_MSA.fa.ufboot.ale.uml_rec,0,0.59,0.01,0.01,0.88,,,
314877,90,2280_MSA.fa.ufboot.ale.uml_rec,0,0.11,0.01,0,0.99,,,
314886,90,2289_MSA.fa.ufboot.ale.uml_rec,0,0.05,0.01,0,0.96,,,
314888,90,2290_MSA.fa.ufboot.ale.uml_rec,0,0.03,0.01,0,0.98,,,
314895,90,2297_MSA.fa.ufboot.ale.uml_rec,0,0.46,0.01,0.03,0.72,,,
314900,90,2301_MSA.fa.ufboot.ale.uml_rec,0,0.13,0.01,0,0.97,,,
314907,90,2308_MSA.fa.ufboot.ale.uml_rec,0,0.01,0.01,0.01,0.93,,,
314908,90,2309_MSA.fa.ufboot.ale.uml_rec,0,0.08,0.01,0.03,0.7,,,
314912,90,2329_MSA.fa.ufboot.ale.uml_rec,0,0.48,0.01,0.1,0.72,,,
314922,90,2338_MSA.fa.ufboot.ale.uml_rec,0,0.08,0.01,0,1,,,
314931,90,2346_MSA.fa.ufboot.ale.uml_rec,0,0.04,0.01,0,1,,,
314936,90,2350_MSA.fa.ufboot.ale.uml_rec,0,0.37,0.01,0.02,0.71,,,
314941,90,2355_MSA.fa.ufboot.ale.uml_rec,0,0.08,0.01,0,1,,,
314945,90,2359_MSA.fa.ufboot.ale.uml_rec,0,0.09,0.01,0,0.97,,,
314948,90,2361_MSA.fa.ufboot.ale.uml_rec,0,0.09,0.01,0,0.93,,,
314958,90,2371_MSA.fa.ufboot.ale.uml_rec,0,0.36,0.01,0,0.89,,,
314960,90,2373_MSA.fa.ufboot.ale.uml_rec,0,0.32,0.01,0,0.91,,,
314969,90,2381_MSA.fa.ufboot.ale.uml_rec,0,0.06,0.01,0,0.73,,,
314974,90,2386_MSA.fa.ufboot.ale.uml_rec,0,0.02,0.01,0.22,0.97,,,
314981,90,2392_MSA.fa.ufboot.ale.uml_rec,0,0.45,0.01,0,0.99,,,
314985,90,2396_MSA.fa.ufboot.ale.uml_rec,0,0.2,0.01,0.03,0.92,,,
314991,90,2400_MSA.fa.ufboot.ale.uml_rec,0,0,0.01,0,1,,,
314992,90,2401_MSA.fa.ufboot.ale.uml_rec,0,0.01,0.01,0,1,,,
314993,90,2402_MSA.fa.ufboot.ale.uml_rec,0,0.69,0.01,0,0.88,,,
315002,90,2411_MSA.fa.ufboot.ale.uml_rec,0,0.34,0.01,0.01,0.96,,,
315026,90,2433_MSA.fa.ufboot.ale.uml_rec,0,0.38,0.01,0.29,0.77,,,
315027,90,2434_MSA.fa.ufboot.ale.uml_rec,0,0.24,0.01,0.27,0.69,,,
315040,90,2446_MSA.fa.ufboot.ale.uml_rec,0,0.14,0.01,0,0.96,,,
315043,90,2449_MSA.fa.ufboot.ale.uml_rec,0,0.26,0.01,0.01,1.06,,,
315057,90,2462_MSA.fa.ufboot.ale.uml_rec,0,0.03,0.01,0.48,0.94,,,
315058,90,2463_MSA.fa.ufboot.ale.uml_rec,0,0.23,0.01,0.2,0.64,,,
315063,90,2468_MSA.fa.ufboot.ale.uml_rec,0,0.28,0.01,0,0.56,,,
315067,90,2471_MSA.fa.ufboot.ale.uml_rec,0,0.21,0.01,0.04,0.87,,,
315075,90,2479_MSA.fa.ufboot.ale.uml_rec,0,0.05,0.01,0,0.99,,,
315094,90,2497_MSA.fa.ufboot.ale.uml_rec,0,0.13,0.01,0,1,,,
315096,90,2499_MSA.fa.ufboot.ale.uml_rec,0,0.07,0.01,0.01,1.02,,,
315143,90,2543_MSA.fa.ufboot.ale.uml_rec,0,0.17,0.01,0,0.99,,,
315148,90,2548_MSA.fa.ufboot.ale.uml_rec,0,0.07,0.01,0.05,0.97,,,
315152,90,2551_MSA.fa.ufboot.ale.uml_rec,0,0.23,0.01,0,0.85,,,
315153,90,2552_MSA.fa.ufboot.ale.uml_rec,0,0.01,0.01,0,1,,,
315156,90,2555_MSA.fa.ufboot.ale.uml_rec,0,0.26,0.01,0.28,0.55,,,
315173,90,2574_MSA.fa.ufboot.ale.uml_rec,0,0.29,0.01,0.01,0.77,,,
315175,90,2576_MSA.fa.ufboot.ale.uml_rec,0,0.47,0.01,0.02,0.71,,,
315190,90,2591_MSA.fa.ufboot.ale.uml_rec,0,0.08,0.01,0,1,,,
315204,90,2605_MSA.fa.ufboot.ale.uml_rec,0,0.33,0.01,0,0.88,,,
315213,90,2613_MSA.fa.ufboot.ale.uml_rec,0,0.08,0.01,0.01,0.96,,,
315215,90,2615_MSA.fa.ufboot.ale.uml_rec,0,0.01,0.01,0,1,,,
315223,90,2622_MSA.fa.ufboot.ale.uml_rec,0,0.49,0.01,0,0.93,,,
315232,90,2630_MSA.fa.ufboot.ale.uml_rec,0,0.07,0.01,0.01,0.51,,,
315257,90,2656_MSA.fa.ufboot.ale.uml_rec,0,0,0.01,0.02,0.81,,,
315284,90,2681_MSA.fa.ufboot.ale.uml_rec,0,0.21,0.01,0.02,0.76,,,
315298,90,2696_MSA.fa.ufboot.ale.uml_rec,0,0.03,0.01,0,0.72,,,
315299,90,2697_MSA.fa.ufboot.ale.uml_rec,0,0.02,0.01,0,0.86,,,
315305,90,2702_MSA.fa.ufboot.ale.uml_rec,0,0.1,0.01,0.01,0.55,,,
315308,90,2705_MSA.fa.ufboot.ale.uml_rec,0,0.25,0.01,0.02,0.81,,,
315310,90,2707_MSA.fa.ufboot.ale.uml_rec,0,0.12,0.01,0.03,1.05,,,
315317,90,2714_MSA.fa.ufboot.ale.uml_rec,0,0.19,0.01,0.01,0.71,,,
315321,90,2719_MSA.fa.ufboot.ale.uml_rec,0,0.67,0.01,0,0.67,,,
315337,90,2733_MSA.fa.ufboot.ale.uml_rec,0,0.02,0.01,0.01,0.53,,,
315341,90,2737_MSA.fa.ufboot.ale.uml_rec,0,0.15,0.01,0.02,0.84,,,
315343,90,2739_MSA.fa.ufboot.ale.uml_rec,0,0,0.01,0,1,,,
315347,90,2743_MSA.fa.ufboot.ale.uml_rec,0,0.21,0.01,0,0.89,,,
315353,90,2749_MSA.fa.ufboot.ale.uml_rec,0,0.13,0.01,0.01,0.52,,,
315368,90,2764_MSA.fa.ufboot.ale.uml_rec,0,0.01,0.01,0.23,0.99,,,
315370,90,2766_MSA.fa.ufboot.ale.uml_rec,0,0.31,0.01,0,0.94,,,
315383,90,2778_MSA.fa.ufboot.ale.uml_rec,0,0.5,0.01,0.09,1.03,,,
315389,90,2783_MSA.fa.ufboot.ale.uml_rec,0,0.44,0.01,0.05,0.76,,,
315412,90,2806_MSA.fa.ufboot.ale.uml_rec,0,0.03,0.01,0.03,0.5,,,
315448,90,2841_MSA.fa.ufboot.ale.uml_rec,0,0.34,0.01,0.07,0.58,,,
315450,90,2843_MSA.fa.ufboot.ale.uml_rec,0,0.01,0.01,0.04,0.68,,,
315453,90,2846_MSA.fa.ufboot.ale.uml_rec,0,0.16,0.01,0.01,0.88,,,
315474,90,2868_MSA.fa.ufboot.ale.uml_rec,0,0.35,0.01,0,0.97,,,
315495,90,2892_MSA.fa.ufboot.ale.uml_rec,0,0.08,0.01,0.01,0.74,,,
315496,90,2893_MSA.fa.ufboot.ale.uml_rec,0,0.85,0.01,0.01,0.98,,,
315498,90,2895_MSA.fa.ufboot.ale.uml_rec,0,0.1,0.01,0.01,0.78,,,
315499,90,2896_MSA.fa.ufboot.ale.uml_rec,0,0.01,0.01,0.02,0.75,,,
315500,90,2897_MSA.fa.ufboot.ale.uml_rec,0,0.21,0.01,0.03,1,,,
315528,90,2923_MSA.fa.ufboot.ale.uml_rec,0,0.63,0.01,0.03,0.83,,,
315529,90,2924_MSA.fa.ufboot.ale.uml_rec,0,0.05,0.01,0,0.96,,,
315545,90,2942_MSA.fa.ufboot.ale.uml_rec,0,0.2,0.01,0,0.9,,,
315560,90,2958_MSA.fa.ufboot.ale.uml_rec,0,0.37,0.01,0.25,0.99,,,
315588,90,2984_MSA.fa.ufboot.ale.uml_rec,0,0.12,0.01,0,0.81,,,
315597,90,2992_MSA.fa.ufboot.ale.uml_rec,0,0.2,0.01,0,0.98,,,
315612,90,3006_MSA.fa.ufboot.ale.uml_rec,0,0.07,0.01,0,0.99,,,
315643,90,3036_MSA.fa.ufboot.ale.uml_rec,0,0,0.01,0,0.98,,,
315672,90,3065_MSA.fa.ufboot.ale.uml_rec,0,0.37,0.01,0.09,0.53,,,
315690,90,3087_MSA.fa.ufboot.ale.uml_rec,0,0.09,0.01,0.09,0.54,,,
315722,90,3083_MSA.fa.ufboot.ale.uml_rec,0,0.03,0.01,0.04,0.63,,,
315731,90,3132_MSA.fa.ufboot.ale.uml_rec,0,0.4,0.01,0.2,1.04,,,
315759,90,3137_MSA.fa.ufboot.ale.uml_rec,0,0.16,0.01,0,0.54,,,
315761,90,3159_MSA.fa.ufboot.ale.uml_rec,0,0,0.01,0.01,0.95,,,
315769,90,3122_MSA.fa.ufboot.ale.uml_rec,0,0.33,0.01,0,0.85,,,
315777,90,3129_MSA.fa.ufboot.ale.uml_rec,0,0.31,0.01,0,0.99,,,
315788,90,3169_MSA.fa.ufboot.ale.uml_rec,0,0.07,0.01,0.04,0.91,,,
315823,90,3190_MSA.fa.ufboot.ale.uml_rec,0,0.2,0.01,0,0.94,,,
315834,90,3228_MSA.fa.ufboot.ale.uml_rec,0,0.57,0.01,0.07,0.96,,,
315836,90,3244_MSA.fa.ufboot.ale.uml_rec,0,0.17,0.01,0.01,0.6,,,
315890,90,3291_MSA.fa.ufboot.ale.uml_rec,0,0.07,0.01,0,0.6,,,
315891,90,3295_MSA.fa.ufboot.ale.uml_rec,0,0.09,0.01,0.01,1,,,
315915,90,3260_MSA.fa.ufboot.ale.uml_rec,0,0.43,0.01,0.14,0.83,,,
315920,90,333_MSA.fa.ufboot.ale.uml_rec,0,0.02,0.01,0,0.79,,,
315933,90,3281_MSA.fa.ufboot.ale.uml_rec,0,0.13,0.01,0.01,0.52,,,
315939,90,3321_MSA.fa.ufboot.ale.uml_rec,0,0.12,0.01,0.03,0.59,,,
315972,90,3359_MSA.fa.ufboot.ale.uml_rec,0,0.27,0.01,0.33,0.73,,,
316003,90,3354_MSA.fa.ufboot.ale.uml_rec,0,0.32,0.01,0,0.91,,,
316006,90,3366_MSA.fa.ufboot.ale.uml_rec,0,0.49,0.01,0,0.84,,,
316032,90,3392_MSA.fa.ufboot.ale.uml_rec,0,0.05,0.01,0.08,0.5,,,
316067,90,3462_MSA.fa.ufboot.ale.uml_rec,0,0.13,0.01,0.01,0.65,,,
316083,90,3452_MSA.fa.ufboot.ale.uml_rec,0,0.08,0.01,0.22,0.67,,,
316104,90,3481_MSA.fa.ufboot.ale.uml_rec,0,0.1,0.01,0,0.72,,,
316148,90,3499_MSA.fa.ufboot.ale.uml_rec,0,0.32,0.01,0.03,0.73,,,
316155,90,3540_MSA.fa.ufboot.ale.uml_rec,0,0.61,0.01,0.03,0.8,,,
316181,90,3576_MSA.fa.ufboot.ale.uml_rec,0,0.04,0.01,0.01,0.59,,,
316191,90,3542_MSA.fa.ufboot.ale.uml_rec,0,0.06,0.01,0.06,0.97,,,
316203,90,3595_MSA.fa.ufboot.ale.uml_rec,0,0,0.01,0,1,,,
316206,90,3586_MSA.fa.ufboot.ale.uml_rec,0,0.26,0.01,0.21,0.61,,,
316233,90,3608_MSA.fa.ufboot.ale.uml_rec,0,0.07,0.01,0.01,0.94,,,
316296,90,3687_MSA.fa.ufboot.ale.uml_rec,0,0.53,0.01,0,0.75,,,
316310,90,3694_MSA.fa.ufboot.ale.uml_rec,0,0.21,0.01,0.07,0.83,,,
316312,90,3692_MSA.fa.ufboot.ale.uml_rec,0,0.12,0.01,0.01,0.75,,,
316335,90,3729_MSA.fa.ufboot.ale.uml_rec,0,0.14,0.01,0.05,0.5,,,
316356,90,3748_MSA.fa.ufboot.ale.uml_rec,0,0.15,0.01,0.04,0.88,,,
316392,90,3742_MSA.fa.ufboot.ale.uml_rec,0,0.09,0.01,0.01,0.93,,,
316559,90,3939_MSA.fa.ufboot.ale.uml_rec,0,0.28,0.01,0.02,0.61,,,
316573,90,3898_MSA.fa.ufboot.ale.uml_rec,0,0.04,0.01,0.09,0.6,,,
316576,90,3951_MSA.fa.ufboot.ale.uml_rec,0,0.13,0.01,0.01,0.63,,,
316578,90,3950_MSA.fa.ufboot.ale.uml_rec,0,0.33,0.01,0.04,0.51,,,
316620,90,3985_MSA.fa.ufboot.ale.uml_rec,0,0.13,0.01,0.09,0.65,,,
316622,90,4003_MSA.fa.ufboot.ale.uml_rec,0,0.15,0.01,0.03,0.88,,,
316627,90,3968_MSA.fa.ufboot.ale.uml_rec,0,0.11,0.01,0,0.79,,,
316640,90,3975_MSA.fa.ufboot.ale.uml_rec,0,0.09,0.01,0,1,,,
316653,90,4010_MSA.fa.ufboot.ale.uml_rec,0,0.17,0.01,0.04,0.5,,,
316754,90,4141_MSA.fa.ufboot.ale.uml_rec,0,0.16,0.01,0.11,0.78,,,
316758,90,4091_MSA.fa.ufboot.ale.uml_rec,0,0.06,0.01,0.07,0.53,,,
316774,90,4120_MSA.fa.ufboot.ale.uml_rec,0,0.18,0.01,0.27,0.67,,,
316847,90,4202_MSA.fa.ufboot.ale.uml_rec,0,0.12,0.01,0.01,1,,,
316868,90,4231_MSA.fa.ufboot.ale.uml_rec,0,0.25,0.01,0.29,0.68,,,
316884,90,4262_MSA.fa.ufboot.ale.uml_rec,0,0.23,0.01,0.03,0.69,,,
316950,90,4303_MSA.fa.ufboot.ale.uml_rec,0,0.06,0.01,0.02,0.69,,,
317008,90,4374_MSA.fa.ufboot.ale.uml_rec,0,0,0.01,0,1,,,
317077,90,4402_MSA.fa.ufboot.ale.uml_rec,0,0,0.01,0,1,,,
317087,90,4401_MSA.fa.ufboot.ale.uml_rec,0,0.1,0.01,0.01,0.61,,,
317118,90,4478_MSA.fa.ufboot.ale.uml_rec,0,0.03,0.01,0.02,0.74,,,
317170,90,4500_MSA.fa.ufboot.ale.uml_rec,0,0.1,0.01,0.01,0.97,,,
317184,90,4510_MSA.fa.ufboot.ale.uml_rec,0,0,0.01,0,0.79,,,
317229,90,4563_MSA.fa.ufboot.ale.uml_rec,0,0.13,0.01,0,0.8,,,
317300,90,4647_MSA.fa.ufboot.ale.uml_rec,0,0.05,0.01,0.03,0.58,,,
317344,90,4682_MSA.fa.ufboot.ale.uml_rec,0,0.05,0.01,0,0.83,,,
317400,90,4721_MSA.fa.ufboot.ale.uml_rec,0,0.02,0.01,0.39,0.58,,,
317472,90,4800_MSA.fa.ufboot.ale.uml_rec,0,0.11,0.01,0.09,0.7,,,
317480,90,4821_MSA.fa.ufboot.ale.uml_rec,0,0.05,0.01,0.08,0.52,,,
317623,90,4906_MSA.fa.ufboot.ale.uml_rec,0,0,0.01,0,1,,,
317729,90,5029_MSA.fa.ufboot.ale.uml_rec,0,0.22,0.01,0.06,0.84,,,
317738,90,5031_MSA.fa.ufboot.ale.uml_rec,0,0.07,0.01,0,0.57,,,
317915,90,5219_MSA.fa.ufboot.ale.uml_rec,0,0.02,0.01,0.01,0.87,,,
317930,90,5231_MSA.fa.ufboot.ale.uml_rec,0,0.04,0.01,0.06,0.58,,,
317939,90,5249_MSA.fa.ufboot.ale.uml_rec,0,0.16,0.01,0.31,0.59,,,
318046,90,517_MSA.fa.ufboot.ale.uml_rec,0,0.34,0.01,0.01,0.99,,,
318064,90,5356_MSA.fa.ufboot.ale.uml_rec,0,0.01,0.01,0.01,0.9,,,
318071,90,5359_MSA.fa.ufboot.ale.uml_rec,0,0.02,0.01,0.01,0.82,,,
318098,90,5388_MSA.fa.ufboot.ale.uml_rec,0,0.21,0.01,0.24,0.55,,,
318143,90,5424_MSA.fa.ufboot.ale.uml_rec,0,0.33,0.01,0.16,0.66,,,
318215,90,532_MSA.fa.ufboot.ale.uml_rec,0,0,0.01,0,0.92,,,
318248,90,5525_MSA.fa.ufboot.ale.uml_rec,0,0.05,0.01,0.03,0.63,,,
318360,90,5637_MSA.fa.ufboot.ale.uml_rec,0,0.04,0.01,0.01,0.78,,,
318503,90,5767_MSA.fa.ufboot.ale.uml_rec,0,0.18,0.01,0.17,0.7,,,
318672,90,5921_MSA.fa.ufboot.ale.uml_rec,0,0.01,0.01,0.02,0.97,,,
318686,90,5931_MSA.fa.ufboot.ale.uml_rec,0,0.07,0.01,0.05,0.73,,,
318710,90,5955_MSA.fa.ufboot.ale.uml_rec,0,0.02,0.01,0.02,0.8,,,
318712,90,5950_MSA.fa.ufboot.ale.uml_rec,0,0.02,0.01,0.05,0.89,,,
319173,90,6386_MSA.fa.ufboot.ale.uml_rec,0,0,0.01,0,1,,,
319204,90,640_MSA.fa.ufboot.ale.uml_rec,0,0,0.01,0,1,,,
319877,90,660_MSA.fa.ufboot.ale.uml_rec,0,0.01,0.01,0.01,1,,,
320439,90,7554_MSA.fa.ufboot.ale.uml_rec,0,0.01,0.01,0.45,0.71,,,
320789,90,796_MSA.fa.ufboot.ale.uml_rec,0,0.16,0.01,0.15,0.52,,,
320825,90,746_MSA.fa.ufboot.ale.uml_rec,0,0.32,0.01,0.01,0.89,,,
320857,90,748_MSA.fa.ufboot.ale.uml_rec,0,0.04,0.01,0.02,1,,,
320875,90,909_MSA.fa.ufboot.ale.uml_rec,0,0.28,0.01,0.01,0.83,,,
320892,90,871_MSA.fa.ufboot.ale.uml_rec,0,0.05,0.01,0,1,,,
320893,90,991_MSA.fa.ufboot.ale.uml_rec,0,0.07,0.01,0.06,0.56,,,
320915,90,950_MSA.fa.ufboot.ale.uml_rec,0,0.54,0.01,0,0.96,,,
320930,90,910_MSA.fa.ufboot.ale.uml_rec,0,0.04,0.01,0,0.99,,,
313663,90,1025_MSA.fa.ufboot.ale.uml_rec,0,0.16,0,0,0.85,,,
313673,90,1034_MSA.fa.ufboot.ale.uml_rec,0,0.14,0,0,0.98,,,
313674,90,1035_MSA.fa.ufboot.ale.uml_rec,0,0.02,0,0,0.9,,,
313677,90,1038_MSA.fa.ufboot.ale.uml_rec,0,0.03,0,0.52,0.71,,,
313700,90,1063_MSA.fa.ufboot.ale.uml_rec,0,0.01,0,0,1,,,
313716,90,1082_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
313726,90,1094_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
313748,90,1120_MSA.fa.ufboot.ale.uml_rec,0,0.12,0,0,1.12,,,
313759,90,1130_MSA.fa.ufboot.ale.uml_rec,0,0.66,0,0.02,0.94,,,
313770,90,1142_MSA.fa.ufboot.ale.uml_rec,0,0,0,0.01,1,,,
313794,90,1172_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
313842,90,121_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
313864,90,1244_MSA.fa.ufboot.ale.uml_rec,0,0.02,0,0,0.93,,,
313900,90,1290_MSA.fa.ufboot.ale.uml_rec,0,0.22,0,0.48,0.89,,,
313916,90,1305_MSA.fa.ufboot.ale.uml_rec,0,0.04,0,0,0.95,,,
313917,90,1306_MSA.fa.ufboot.ale.uml_rec,0,0.11,0,0,1,,,
313926,90,1315_MSA.fa.ufboot.ale.uml_rec,0,0.04,0,0.01,0.72,,,
313928,90,1317_MSA.fa.ufboot.ale.uml_rec,0,0.15,0,0,0.96,,,
313932,90,1320_MSA.fa.ufboot.ale.uml_rec,0,0.02,0,0,1,,,
313933,90,1321_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
313934,90,1322_MSA.fa.ufboot.ale.uml_rec,0,0.59,0,0,0.96,,,
313935,90,1323_MSA.fa.ufboot.ale.uml_rec,0,0.05,0,0,0.99,,,
313936,90,1324_MSA.fa.ufboot.ale.uml_rec,0,0.14,0,0,1.63,,,
313940,90,1328_MSA.fa.ufboot.ale.uml_rec,0,0,0,0.05,1,,,
313943,90,1331_MSA.fa.ufboot.ale.uml_rec,0,0.4,0,0,0.93,,,
313947,90,1335_MSA.fa.ufboot.ale.uml_rec,0,0.02,0,0.01,0.96,,,
313954,90,1342_MSA.fa.ufboot.ale.uml_rec,0,0.37,0,0,1.63,,,
313961,90,1350_MSA.fa.ufboot.ale.uml_rec,0,0.35,0,0.23,0.92,,,
313972,90,1360_MSA.fa.ufboot.ale.uml_rec,0,0.06,0,0.05,1,,,
313974,90,1362_MSA.fa.ufboot.ale.uml_rec,0,0.08,0,0.01,0.88,,,
313975,90,1363_MSA.fa.ufboot.ale.uml_rec,0,0.85,0,0,0.94,,,
313978,90,1366_MSA.fa.ufboot.ale.uml_rec,0,0.14,0,0,0.96,,,
313980,90,1368_MSA.fa.ufboot.ale.uml_rec,0,0.18,0,0,0.95,,,
313991,90,1378_MSA.fa.ufboot.ale.uml_rec,0,0.02,0,0.5,0.59,,,
313999,90,1385_MSA.fa.ufboot.ale.uml_rec,0,0,0,0.92,1,,,
314003,90,1390_MSA.fa.ufboot.ale.uml_rec,0,0.64,0,0.01,1.2,,,
314006,90,1393_MSA.fa.ufboot.ale.uml_rec,0,0.95,0,0,1.99,,,
314064,90,1455_MSA.fa.ufboot.ale.uml_rec,0,0.52,0,0,1,,,
314074,90,1469_MSA.fa.ufboot.ale.uml_rec,0,0.02,0,0.02,1.02,,,
314079,90,1475_MSA.fa.ufboot.ale.uml_rec,0,0.12,0,0,1.7,,,
314105,90,1504_MSA.fa.ufboot.ale.uml_rec,0,0.25,0,0.01,0.95,,,
314130,90,1541_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
314135,90,1550_MSA.fa.ufboot.ale.uml_rec,0,0.02,0,0,0.94,,,
314136,90,1551_MSA.fa.ufboot.ale.uml_rec,0,0,0,0.54,0.58,,,
314161,90,1575_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
314165,90,1580_MSA.fa.ufboot.ale.uml_rec,0,0.79,0,0,0.93,,,
314174,90,1589_MSA.fa.ufboot.ale.uml_rec,0,0.52,0,0.01,1.71,,,
314188,90,1601_MSA.fa.ufboot.ale.uml_rec,0,0.23,0,0.02,0.94,,,
314194,90,1608_MSA.fa.ufboot.ale.uml_rec,0,0.22,0,0.01,0.98,,,
314217,90,1630_MSA.fa.ufboot.ale.uml_rec,0,0.76,0,0.07,1.26,,,
314220,90,1633_MSA.fa.ufboot.ale.uml_rec,0,0.14,0,0,0.95,,,
314229,90,1642_MSA.fa.ufboot.ale.uml_rec,0,0.44,0,0.03,1.25,,,
314249,90,1663_MSA.fa.ufboot.ale.uml_rec,0,0.27,0,0,0.87,,,
